,user_id,movie_id,rating,title,release_date,IMDb URL,genre,age,gender,interest
18,640,4,4.1513877,Get Shorty (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Get%20Shorty%20(1995),"['Action', 'Comedy', 'Drama']",20,M,student
19,152,4,4.1461263,Get Shorty (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Get%20Shorty%20(1995),"['Action', 'Comedy', 'Drama']",33,F,educator
20,688,5,4.658462,Copycat (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Copycat%20(1995),"['Crime', 'Drama', 'Thriller']",37,F,administrator
21,270,5,4.4266925,Copycat (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Copycat%20(1995),"['Crime', 'Drama', 'Thriller']",18,F,student
22,507,5,4.4075594,Copycat (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Copycat%20(1995),"['Crime', 'Drama', 'Thriller']",18,F,writer
23,849,5,4.3919554,Copycat (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Copycat%20(1995),"['Crime', 'Drama', 'Thriller']",15,F,student
24,907,5,4.349907,Copycat (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Copycat%20(1995),"['Crime', 'Drama', 'Thriller']",25,F,other
25,9,6,4.8454633,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),01-Jan-1995,http://us.imdb.com/Title?Yao+a+yao+yao+dao+waipo+qiao+(1995),['Drama'],29,M,student
26,34,6,4.8033223,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),01-Jan-1995,http://us.imdb.com/Title?Yao+a+yao+yao+dao+waipo+qiao+(1995),['Drama'],38,F,administrator
27,928,6,4.696907,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),01-Jan-1995,http://us.imdb.com/Title?Yao+a+yao+yao+dao+waipo+qiao+(1995),['Drama'],21,M,student
28,173,6,4.6841226,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),01-Jan-1995,http://us.imdb.com/Title?Yao+a+yao+yao+dao+waipo+qiao+(1995),['Drama'],56,M,other
29,283,6,4.6605506,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),01-Jan-1995,http://us.imdb.com/Title?Yao+a+yao+yao+dao+waipo+qiao+(1995),['Drama'],28,M,programmer
30,118,7,4.9475064,Twelve Monkeys (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Twelve%20Monkeys%20(1995),"['Drama', 'Sci-Fi']",21,M,administrator
31,697,7,4.8208213,Twelve Monkeys (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Twelve%20Monkeys%20(1995),"['Drama', 'Sci-Fi']",25,M,other
32,472,7,4.743506,Twelve Monkeys (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Twelve%20Monkeys%20(1995),"['Drama', 'Sci-Fi']",24,M,student
33,367,7,4.7181616,Twelve Monkeys (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Twelve%20Monkeys%20(1995),"['Drama', 'Sci-Fi']",17,M,student
34,583,7,4.6175256,Twelve Monkeys (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Twelve%20Monkeys%20(1995),"['Drama', 'Sci-Fi']",44,M,engineer
35,688,8,4.9293175,Babe (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Babe%20(1995),"""[""""Children's""""",37,F,administrator
36,909,8,4.8948083,Babe (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Babe%20(1995),"""[""""Children's""""",50,F,educator
37,928,8,4.866352,Babe (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Babe%20(1995),"""[""""Children's""""",21,M,student
38,507,8,4.814586,Babe (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Babe%20(1995),"""[""""Children's""""",18,F,writer
39,942,8,4.7707124,Babe (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Babe%20(1995),"""[""""Children's""""",48,F,librarian
40,770,9,4.8424,Dead Man Walking (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Dead%20Man%20Walking%20(1995),['Drama'],28,M,student
41,173,9,4.7394977,Dead Man Walking (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Dead%20Man%20Walking%20(1995),['Drama'],56,M,other
42,686,9,4.7091064,Dead Man Walking (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Dead%20Man%20Walking%20(1995),['Drama'],32,M,educator
43,252,9,4.6940584,Dead Man Walking (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Dead%20Man%20Walking%20(1995),['Drama'],42,M,engineer
44,118,9,4.6840997,Dead Man Walking (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Dead%20Man%20Walking%20(1995),['Drama'],21,M,administrator
45,118,10,4.9549947,Richard III (1995),22-Jan-1996,http://us.imdb.com/M/title-exact?Richard%20III%20(1995),"['Drama', 'War']",21,M,administrator
46,688,10,4.7667475,Richard III (1995),22-Jan-1996,http://us.imdb.com/M/title-exact?Richard%20III%20(1995),"['Drama', 'War']",37,F,administrator
47,270,10,4.736606,Richard III (1995),22-Jan-1996,http://us.imdb.com/M/title-exact?Richard%20III%20(1995),"['Drama', 'War']",18,F,student
48,366,10,4.731145,Richard III (1995),22-Jan-1996,http://us.imdb.com/M/title-exact?Richard%20III%20(1995),"['Drama', 'War']",20,F,student
49,770,10,4.669884,Richard III (1995),22-Jan-1996,http://us.imdb.com/M/title-exact?Richard%20III%20(1995),"['Drama', 'War']",28,M,student
50,118,11,5.0812845,Seven (Se7en) (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Se7en%20(1995),"['Crime', 'Thriller']",21,M,administrator
51,849,11,4.917546,Seven (Se7en) (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Se7en%20(1995),"['Crime', 'Thriller']",15,F,student
52,770,11,4.858575,Seven (Se7en) (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Se7en%20(1995),"['Crime', 'Thriller']",28,M,student
53,324,11,4.8524837,Seven (Se7en) (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Se7en%20(1995),"['Crime', 'Thriller']",21,F,student
54,372,11,4.8105636,Seven (Se7en) (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Se7en%20(1995),"['Crime', 'Thriller']",25,F,student
55,118,12,5.2276564,"Usual Suspects, The (1995)",14-Aug-1995,"http://us.imdb.com/M/title-exact?Usual%20Suspects,%20The%20(1995)","['Crime', 'Thriller']",21,M,administrator
56,173,12,5.082964,"Usual Suspects, The (1995)",14-Aug-1995,"http://us.imdb.com/M/title-exact?Usual%20Suspects,%20The%20(1995)","['Crime', 'Thriller']",56,M,other
57,801,12,5.0627217,"Usual Suspects, The (1995)",14-Aug-1995,"http://us.imdb.com/M/title-exact?Usual%20Suspects,%20The%20(1995)","['Crime', 'Thriller']",22,M,writer
58,592,12,5.027005,"Usual Suspects, The (1995)",14-Aug-1995,"http://us.imdb.com/M/title-exact?Usual%20Suspects,%20The%20(1995)","['Crime', 'Thriller']",18,M,student
59,640,12,5.02431,"Usual Suspects, The (1995)",14-Aug-1995,"http://us.imdb.com/M/title-exact?Usual%20Suspects,%20The%20(1995)","['Crime', 'Thriller']",20,M,student
60,895,13,4.5841494,Mighty Aphrodite (1995),30-Oct-1995,http://us.imdb.com/M/title-exact?Mighty%20Aphrodite%20(1995),['Comedy'],31,F,librarian
61,115,13,4.263372,Mighty Aphrodite (1995),30-Oct-1995,http://us.imdb.com/M/title-exact?Mighty%20Aphrodite%20(1995),['Comedy'],31,M,engineer
62,883,13,4.184215,Mighty Aphrodite (1995),30-Oct-1995,http://us.imdb.com/M/title-exact?Mighty%20Aphrodite%20(1995),['Comedy'],49,M,librarian
63,592,13,4.16823,Mighty Aphrodite (1995),30-Oct-1995,http://us.imdb.com/M/title-exact?Mighty%20Aphrodite%20(1995),['Comedy'],18,M,student
64,160,13,4.1437855,Mighty Aphrodite (1995),30-Oct-1995,http://us.imdb.com/M/title-exact?Mighty%20Aphrodite%20(1995),['Comedy'],27,M,programmer
65,173,14,4.8761363,"Postino, Il (1994)",01-Jan-1994,"http://us.imdb.com/M/title-exact?Postino,%20Il%20(1994)","['Drama', 'Romance']",56,M,other
66,136,14,4.759146,"Postino, Il (1994)",01-Jan-1994,"http://us.imdb.com/M/title-exact?Postino,%20Il%20(1994)","['Drama', 'Romance']",51,M,other
67,701,14,4.7108927,"Postino, Il (1994)",01-Jan-1994,"http://us.imdb.com/M/title-exact?Postino,%20Il%20(1994)","['Drama', 'Romance']",51,F,librarian
68,310,14,4.6849847,"Postino, Il (1994)",01-Jan-1994,"http://us.imdb.com/M/title-exact?Postino,%20Il%20(1994)","['Drama', 'Romance']",37,M,educator
69,765,14,4.6781526,"Postino, Il (1994)",01-Jan-1994,"http://us.imdb.com/M/title-exact?Postino,%20Il%20(1994)","['Drama', 'Romance']",31,M,student
70,330,15,4.77208,Mr. Holland's Opus (1995),29-Jan-1996,http://us.imdb.com/M/title-exact?Mr.%20Holland's%20Opus%20(1995),['Drama'],35,F,educator
71,849,15,4.760607,Mr. Holland's Opus (1995),29-Jan-1996,http://us.imdb.com/M/title-exact?Mr.%20Holland's%20Opus%20(1995),['Drama'],15,F,student
72,152,15,4.748068,Mr. Holland's Opus (1995),29-Jan-1996,http://us.imdb.com/M/title-exact?Mr.%20Holland's%20Opus%20(1995),['Drama'],33,F,educator
73,462,15,4.730326,Mr. Holland's Opus (1995),29-Jan-1996,http://us.imdb.com/M/title-exact?Mr.%20Holland's%20Opus%20(1995),['Drama'],19,F,student
74,507,15,4.729935,Mr. Holland's Opus (1995),29-Jan-1996,http://us.imdb.com/M/title-exact?Mr.%20Holland's%20Opus%20(1995),['Drama'],18,F,writer
75,810,16,4.304618,French Twist (Gazon maudit) (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Gazon%20maudit%20(1995),"['Comedy', 'Romance']",55,F,other
76,770,16,4.2818995,French Twist (Gazon maudit) (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Gazon%20maudit%20(1995),"['Comedy', 'Romance']",28,M,student
77,697,16,4.2468276,French Twist (Gazon maudit) (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Gazon%20maudit%20(1995),"['Comedy', 'Romance']",25,M,other
78,907,16,4.188642,French Twist (Gazon maudit) (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Gazon%20maudit%20(1995),"['Comedy', 'Romance']",25,F,other
79,477,16,4.1160207,French Twist (Gazon maudit) (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Gazon%20maudit%20(1995),"['Comedy', 'Romance']",23,F,student
80,366,17,4.166542,From Dusk Till Dawn (1996),05-Feb-1996,http://us.imdb.com/M/title-exact?From%20Dusk%20Till%20Dawn%20(1996),"['Action', 'Comedy', 'Crime', 'Horror', 'Thriller']",20,F,student
81,367,17,4.1176596,From Dusk Till Dawn (1996),05-Feb-1996,http://us.imdb.com/M/title-exact?From%20Dusk%20Till%20Dawn%20(1996),"['Action', 'Comedy', 'Crime', 'Horror', 'Thriller']",17,M,student
82,928,17,3.9374409,From Dusk Till Dawn (1996),05-Feb-1996,http://us.imdb.com/M/title-exact?From%20Dusk%20Till%20Dawn%20(1996),"['Action', 'Comedy', 'Crime', 'Horror', 'Thriller']",21,M,student
83,118,17,3.8740733,From Dusk Till Dawn (1996),05-Feb-1996,http://us.imdb.com/M/title-exact?From%20Dusk%20Till%20Dawn%20(1996),"['Action', 'Comedy', 'Crime', 'Horror', 'Thriller']",21,M,administrator
84,507,17,3.8407722,From Dusk Till Dawn (1996),05-Feb-1996,http://us.imdb.com/M/title-exact?From%20Dusk%20Till%20Dawn%20(1996),"['Action', 'Comedy', 'Crime', 'Horror', 'Thriller']",18,F,writer
85,385,18,4.2301006,"White Balloon, The (1995)",01-Jan-1995,http://us.imdb.com/M/title-exact?Badkonake%20Sefid%20(1995),['Drama'],36,M,writer
86,118,18,4.1020827,"White Balloon, The (1995)",01-Jan-1995,http://us.imdb.com/M/title-exact?Badkonake%20Sefid%20(1995),['Drama'],21,M,administrator
87,770,18,4.014775,"White Balloon, The (1995)",01-Jan-1995,http://us.imdb.com/M/title-exact?Badkonake%20Sefid%20(1995),['Drama'],28,M,student
88,115,18,3.8805077,"White Balloon, The (1995)",01-Jan-1995,http://us.imdb.com/M/title-exact?Badkonake%20Sefid%20(1995),['Drama'],31,M,engineer
89,592,18,3.8668833,"White Balloon, The (1995)",01-Jan-1995,http://us.imdb.com/M/title-exact?Badkonake%20Sefid%20(1995),['Drama'],18,M,student
90,219,19,4.94653,Antonia's Line (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Antonia%20(1995),['Drama'],32,M,programmer
91,173,19,4.7764297,Antonia's Line (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Antonia%20(1995),['Drama'],56,M,other
92,770,19,4.7009664,Antonia's Line (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Antonia%20(1995),['Drama'],28,M,student
93,928,19,4.623306,Antonia's Line (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Antonia%20(1995),['Drama'],21,M,student
94,558,19,4.6228976,Antonia's Line (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Antonia%20(1995),['Drama'],56,F,writer
95,34,20,4.8480787,Angels and Insects (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Angels%20and%20Insects%20(1995),"['Drama', 'Romance']",38,F,administrator
96,928,20,4.5243115,Angels and Insects (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Angels%20and%20Insects%20(1995),"['Drama', 'Romance']",21,M,student
97,558,20,4.51399,Angels and Insects (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Angels%20and%20Insects%20(1995),"['Drama', 'Romance']",56,F,writer
98,711,20,4.421398,Angels and Insects (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Angels%20and%20Insects%20(1995),"['Drama', 'Romance']",22,F,student
99,180,20,4.4178815,Angels and Insects (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Angels%20and%20Insects%20(1995),"['Drama', 'Romance']",22,F,administrator
100,642,21,4.0671287,Muppet Treasure Island (1996),16-Feb-1996,http://us.imdb.com/M/title-exact?Muppet%20Treasure%20Island%20(1996),"['Action', 'Adventure', 'Comedy', 'Musical', 'Thriller']",18,F,student
101,507,21,3.9414003,Muppet Treasure Island (1996),16-Feb-1996,http://us.imdb.com/M/title-exact?Muppet%20Treasure%20Island%20(1996),"['Action', 'Adventure', 'Comedy', 'Musical', 'Thriller']",18,F,writer
102,779,21,3.916899,Muppet Treasure Island (1996),16-Feb-1996,http://us.imdb.com/M/title-exact?Muppet%20Treasure%20Island%20(1996),"['Action', 'Adventure', 'Comedy', 'Musical', 'Thriller']",31,M,student
103,534,21,3.804465,Muppet Treasure Island (1996),16-Feb-1996,http://us.imdb.com/M/title-exact?Muppet%20Treasure%20Island%20(1996),"['Action', 'Adventure', 'Comedy', 'Musical', 'Thriller']",20,M,student
104,427,21,3.7695153,Muppet Treasure Island (1996),16-Feb-1996,http://us.imdb.com/M/title-exact?Muppet%20Treasure%20Island%20(1996),"['Action', 'Adventure', 'Comedy', 'Musical', 'Thriller']",51,M,doctor
105,688,22,5.4716034,Braveheart (1995),16-Feb-1996,http://us.imdb.com/M/title-exact?Braveheart%20(1995),"['Action', 'Drama', 'War']",37,F,administrator
106,532,22,5.2136292,Braveheart (1995),16-Feb-1996,http://us.imdb.com/M/title-exact?Braveheart%20(1995),"['Action', 'Drama', 'War']",20,M,student
107,357,22,5.146396,Braveheart (1995),16-Feb-1996,http://us.imdb.com/M/title-exact?Braveheart%20(1995),"['Action', 'Drama', 'War']",26,M,executive
108,152,22,5.127672,Braveheart (1995),16-Feb-1996,http://us.imdb.com/M/title-exact?Braveheart%20(1995),"['Action', 'Drama', 'War']",33,F,educator
109,507,22,5.1245694,Braveheart (1995),16-Feb-1996,http://us.imdb.com/M/title-exact?Braveheart%20(1995),"['Action', 'Drama', 'War']",18,F,writer
110,118,23,4.93757,Taxi Driver (1976),16-Feb-1996,http://us.imdb.com/M/title-exact?Taxi%20Driver%20(1976),"['Drama', 'Thriller']",21,M,administrator
111,264,23,4.9213867,Taxi Driver (1976),16-Feb-1996,http://us.imdb.com/M/title-exact?Taxi%20Driver%20(1976),"['Drama', 'Thriller']",36,F,writer
112,686,23,4.893703,Taxi Driver (1976),16-Feb-1996,http://us.imdb.com/M/title-exact?Taxi%20Driver%20(1976),"['Drama', 'Thriller']",32,M,educator
113,794,23,4.800799,Taxi Driver (1976),16-Feb-1996,http://us.imdb.com/M/title-exact?Taxi%20Driver%20(1976),"['Drama', 'Thriller']",32,M,educator
114,173,23,4.7920876,Taxi Driver (1976),16-Feb-1996,http://us.imdb.com/M/title-exact?Taxi%20Driver%20(1976),"['Drama', 'Thriller']",56,M,other
115,118,24,4.501456,Rumble in the Bronx (1995),23-Feb-1996,http://us.imdb.com/M/title-exact?Hong%20Faan%20Kui%20(1995),"['Action', 'Adventure', 'Crime']",21,M,administrator
116,688,24,4.4898143,Rumble in the Bronx (1995),23-Feb-1996,http://us.imdb.com/M/title-exact?Hong%20Faan%20Kui%20(1995),"['Action', 'Adventure', 'Crime']",37,F,administrator
117,534,24,4.4817133,Rumble in the Bronx (1995),23-Feb-1996,http://us.imdb.com/M/title-exact?Hong%20Faan%20Kui%20(1995),"['Action', 'Adventure', 'Crime']",20,M,student
118,546,24,4.4341693,Rumble in the Bronx (1995),23-Feb-1996,http://us.imdb.com/M/title-exact?Hong%20Faan%20Kui%20(1995),"['Action', 'Adventure', 'Crime']",36,M,executive
119,367,24,4.375247,Rumble in the Bronx (1995),23-Feb-1996,http://us.imdb.com/M/title-exact?Hong%20Faan%20Kui%20(1995),"['Action', 'Adventure', 'Crime']",17,M,student
120,770,25,4.613127,"Birdcage, The (1996)",08-Mar-1996,"http://us.imdb.com/M/title-exact?Birdcage,%20The%20(1996)",['Comedy'],28,M,student
121,270,25,4.5375175,"Birdcage, The (1996)",08-Mar-1996,"http://us.imdb.com/M/title-exact?Birdcage,%20The%20(1996)",['Comedy'],18,F,student
122,891,25,4.4838066,"Birdcage, The (1996)",08-Mar-1996,"http://us.imdb.com/M/title-exact?Birdcage,%20The%20(1996)",['Comedy'],51,F,administrator
123,477,25,4.4659696,"Birdcage, The (1996)",08-Mar-1996,"http://us.imdb.com/M/title-exact?Birdcage,%20The%20(1996)",['Comedy'],23,F,student
124,810,25,4.432615,"Birdcage, The (1996)",08-Mar-1996,"http://us.imdb.com/M/title-exact?Birdcage,%20The%20(1996)",['Comedy'],55,F,other
125,770,26,4.2078023,"Brothers McMullen, The (1995)",01-Jan-1995,"http://us.imdb.com/M/title-exact?Brothers%20McMullen,%20The%20(1995)",['Comedy'],28,M,student
126,252,26,4.205816,"Brothers McMullen, The (1995)",01-Jan-1995,"http://us.imdb.com/M/title-exact?Brothers%20McMullen,%20The%20(1995)",['Comedy'],42,M,engineer
127,270,26,4.1849556,"Brothers McMullen, The (1995)",01-Jan-1995,"http://us.imdb.com/M/title-exact?Brothers%20McMullen,%20The%20(1995)",['Comedy'],18,F,student
128,24,26,4.1656504,"Brothers McMullen, The (1995)",01-Jan-1995,"http://us.imdb.com/M/title-exact?Brothers%20McMullen,%20The%20(1995)",['Comedy'],21,F,artist
129,366,26,4.1057177,"Brothers McMullen, The (1995)",01-Jan-1995,"http://us.imdb.com/M/title-exact?Brothers%20McMullen,%20The%20(1995)",['Comedy'],20,F,student
130,849,27,4.4430504,Bad Boys (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Bad%20Boys%20(1995),['Action'],15,F,student
131,427,27,4.2543235,Bad Boys (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Bad%20Boys%20(1995),['Action'],51,M,doctor
132,688,27,4.1217184,Bad Boys (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Bad%20Boys%20(1995),['Action'],37,F,administrator
133,261,27,4.109287,Bad Boys (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Bad%20Boys%20(1995),['Action'],28,M,administrator
134,137,27,4.0320945,Bad Boys (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Bad%20Boys%20(1995),['Action'],50,M,educator
135,688,28,5.276476,Apollo 13 (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Apollo%2013%20(1995),"['Action', 'Drama', 'Thriller']",37,F,administrator
136,507,28,5.0437493,Apollo 13 (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Apollo%2013%20(1995),"['Action', 'Drama', 'Thriller']",18,F,writer
137,810,28,4.962391,Apollo 13 (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Apollo%2013%20(1995),"['Action', 'Drama', 'Thriller']",55,F,other
138,907,28,4.9561987,Apollo 13 (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Apollo%2013%20(1995),"['Action', 'Drama', 'Thriller']",25,F,other
139,532,28,4.8808727,Apollo 13 (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Apollo%2013%20(1995),"['Action', 'Drama', 'Thriller']",20,M,student
140,507,29,4.456155,Batman Forever (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Batman%20Forever%20(1995),"['Action', 'Adventure', 'Comedy', 'Crime']",18,F,writer
141,688,29,4.233597,Batman Forever (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Batman%20Forever%20(1995),"['Action', 'Adventure', 'Comedy', 'Crime']",37,F,administrator
142,472,29,4.124955,Batman Forever (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Batman%20Forever%20(1995),"['Action', 'Adventure', 'Comedy', 'Crime']",24,M,student
143,642,29,4.080146,Batman Forever (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Batman%20Forever%20(1995),"['Action', 'Adventure', 'Comedy', 'Crime']",18,F,student
144,705,29,4.0378723,Batman Forever (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Batman%20Forever%20(1995),"['Action', 'Adventure', 'Comedy', 'Crime']",21,F,student
145,34,30,4.716175,Belle de jour (1967),01-Jan-1967,http://us.imdb.com/M/title-exact?Belle%20de%20jour%20(1967),['Drama'],38,F,administrator
146,565,30,4.650771,Belle de jour (1967),01-Jan-1967,http://us.imdb.com/M/title-exact?Belle%20de%20jour%20(1967),['Drama'],40,M,student
147,312,30,4.619943,Belle de jour (1967),01-Jan-1967,http://us.imdb.com/M/title-exact?Belle%20de%20jour%20(1967),['Drama'],48,M,other
148,90,30,4.5318775,Belle de jour (1967),01-Jan-1967,http://us.imdb.com/M/title-exact?Belle%20de%20jour%20(1967),['Drama'],60,M,educator
149,770,30,4.480908,Belle de jour (1967),01-Jan-1967,http://us.imdb.com/M/title-exact?Belle%20de%20jour%20(1967),['Drama'],28,M,student
150,507,31,4.6713715,Crimson Tide (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Crimson%20Tide%20(1995),"['Drama', 'Thriller', 'War']",18,F,writer
151,688,31,4.554192,Crimson Tide (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Crimson%20Tide%20(1995),"['Drama', 'Thriller', 'War']",37,F,administrator
152,164,31,4.495289,Crimson Tide (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Crimson%20Tide%20(1995),"['Drama', 'Thriller', 'War']",47,M,healthcare
153,907,31,4.458456,Crimson Tide (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Crimson%20Tide%20(1995),"['Drama', 'Thriller', 'War']",25,F,other
154,810,31,4.4546175,Crimson Tide (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Crimson%20Tide%20(1995),"['Drama', 'Thriller', 'War']",55,F,other
155,115,32,4.7134514,Crumb (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Crumb%20(1994),['Documentary'],31,M,engineer
156,118,32,4.678717,Crumb (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Crumb%20(1994),['Documentary'],21,M,administrator
157,160,32,4.548536,Crumb (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Crumb%20(1994),['Documentary'],27,M,programmer
158,883,32,4.533861,Crumb (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Crumb%20(1994),['Documentary'],49,M,librarian
159,583,32,4.4795575,Crumb (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Crumb%20(1994),['Documentary'],44,M,engineer
160,427,33,4.935991,Desperado (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Desperado%20(1995),"['Action', 'Romance', 'Thriller']",51,M,doctor
161,628,33,4.8700414,Desperado (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Desperado%20(1995),"['Action', 'Romance', 'Thriller']",13,M,none
